Day fraction since midnight on 	200 kPa (Pa)	DO probe (mg/L)	Source Pressure (Pa)	air valve control ()
0.637451603	15305.56543	0.062166221	29343.85352	4033.157217
0.637463177	15341.64063	0.053659003	29343.85352	4032.01399
0.637474748	15313.89453	0.051163588	29444.14453	4016.884193
0.637486322	15322.47852	0.040406141	29444.14453	4016.871754
0.637497877	15277.83008	0.040544238	29444.14453	4014.003987
0.63750948	15320.24902	0.037560791	29444.14453	4016.948486
0.637521038	15301.3291	0.033949893	29444.14453	4015.775494
0.637532633	15273.34473	0.030020785	29499.2168	4001.253789
0.637544206	15288.35156	0.030166946	29499.2168	4003.544625
0.637555782	15318.49219	0.029744834	29499.2168	4006.912299
0.637567347	15324.76074	0.02452627	29499.2168	4008.667792
0.637578914	15316.12207	0.024515433	29499.2168	4009.212024
0.637590494	15307.70215	0.024860974	29558.54102	3995.849018
0.637602071	15284.21289	0.02111469	29558.54102	3995.312299
0.637613635	15331.17871	0.02183003	29558.54102	4003.233039
0.637625213	15292.73828	0.022755284	29558.54102	3998.106811
0.637636783	15307.5752	0.022281339	29558.54102	3992.49009
0.637648365	15316.25977	0.020255353	29660.91211	3985.756034
0.637659949	15320.53516	0.018413093	29660.91211	3984.093447
0.637671517	15294.87402	0.019729096	29660.91211	3980.218782
0.63768308	15529.5918	0.019386385	29660.91211	4030.363424
0.637694652	16027.71582	0.017026536	29660.91211	4098.981307
0.637706249	16317.4082	0.017612269	29654.54688	4131.872942
0.637717812	16515.93555	0.01986075	29654.54688	4161.316861
0.637729406	16608.32813	0.026027925	29654.54688	4166.966791
0.637740962	16602.58398	0.05470309	29654.54688	4169.682145
0.637752528	16577.88867	0.126400575	29654.54688	4164.722373
0.637764112	16596.16016	0.174614593	29628.99023	4165.931193
0.637775682	16693.76367	0.237717092	29628.99023	4189.721069
0.637787251	16564.01953	0.373789817	29628.99023	4169.213127
0.637798828	16638.38867	0.512217104	29628.99023	4187.279762
0.637810406	16600.43945	0.640776753	29628.99023	4165.948319
0.637821983	16726.10742	0.7771281	29629.875	4197.09466
0.637833548	16861.02539	0.918497741	29629.875	4222.158943
0.637845132	16793.92773	1.073009729	29629.875	4213.669996
0.637856712	16776.81836	1.26891768	29629.875	4205.390208
0.637868284	16791.35352	1.417845845	29629.875	4183.956268
0.637879862	16808.45313	1.58686471	29609.6875	4200.684125
0.637891422	16816.55859	1.800636411	29609.6875	4224.614098
0.637903009	16771.89453	1.964338899	29609.6875	4202.678281
0.637914571	16801.83398	2.120904446	29609.6875	4205.871157
0.637926159	16793.26953	2.29987669	29609.6875	4203.878796
0.637937719	16835.18555	2.526828766	29611.63086	4204.072479
0.637949297	16862.33789	2.728790045	29611.63086	4209.473715
0.637960872	16814.44336	2.85731411	29611.63086	4205.735738
0.63797246	16790.48828	3.073424816	29611.63086	4187.321735
0.637984028	16828.95898	3.233701229	29611.63086	4218.892993
0.637995576	16783.45898	3.349817038	29572.19336	4195.01286
0.638007177	16792.00391	3.480460167	29572.19336	4205.428301
0.638018732	16814.85547	3.622729778	29572.19336	4210.29283
0.63803033	16750.86133	3.776723862	29572.19336	4200.214548
0.638041886	16754.79688	3.934604883	29572.19336	4209.82354
0.63805347	16726.0918	4.051627636	29517.83203	4215.121221
0.638065044	16712.98438	4.175269127	29517.83203	4200.260787
0.638076639	16770.38086	4.351050854	29517.83203	4205.586709
0.638088182	16681.53906	4.478428841	29517.83203	4207.877282
0.638099755	16723.65039	4.608276367	29517.83203	4206.081619
0.638111338	16643.65039	4.745562553	29433.38867	4219.771016
0.638122916	16667.74609	4.813215733	29433.38867	4207.311318
0.638134489	16717.24805	4.946861267	29433.38867	4223.609056
0.638146051	16687.94141	5.08194828	29433.38867	4205.626344
0.638157638	16612.14453	5.218361855	29433.38867	4198.17734
0.638169206	16572.02734	5.322423935	29355.43359	4216.977955
0.638180782	16608.44141	5.432442188	29355.43359	4226.172767
