Day fraction since midnight on 	200 kPa (Pa)	DO probe (mg/L)	Source Pressure (Pa)	air valve control ()
0.648794348	15337.53711	2.237975359	27638.67969	122355.6267
0.648805932	15378.2002	1.998693705	27638.67969	122616.9413
0.648817502	15367.31738	1.775970578	27812.21094	121617.6385
0.648829077	15378.41699	1.536340833	27812.21094	121756.7403
0.64884065	15354.50684	1.364153147	27812.21094	121456.9412
0.648852209	15365.37598	1.220923066	27812.21094	121715.5825
0.648863792	15358.96582	1.048644304	27812.21094	121656.6994
0.648875357	15307.66113	0.917219579	27953.30469	120742.1382
0.648886951	15324.61621	0.823889554	27953.30469	120743.99
0.648898518	15314.20996	0.72422111	27953.30469	120626.6367
0.648910092	15348.15625	0.659957349	27953.30469	120858.9307
0.648921674	15316.30371	0.571727455	27953.30469	120645.9284
0.648933261	15337.53711	0.511352718	28160.87109	119730.4252
0.648944807	15296.97461	0.48043704	28160.87109	119579.3867
0.648956384	15307.57715	0.40972963	28160.87109	119636.1731
0.648967958	15292.51563	0.349972427	28160.87109	119599.6216
0.648979533	15305.60742	0.31241256	28160.87109	119636.5653
0.648991119	15320.53711	0.260502607	28280.27734	119035.9606
0.649002692	15277.6416	0.210165963	28280.27734	118944.3871
0.649014261	15314.02832	0.198291227	28280.27734	119017.1127
0.649025837	15333.36914	0.179549992	28280.27734	119148.6001
0.649037398	15309.8457	0.17606172	28280.27734	119167.6944
0.649049003	15290.59863	0.174219161	28437.57813	118287.0212
0.64906056	15284.11133	0.170274943	28437.57813	118031.1578
0.64907213	15299.10938	0.168562591	28437.57813	118176.3763
0.649083711	15292.7334	0.156847492	28437.57813	118140.1927
0.649095288	15303.47168	0.146900266	28437.57813	118230.1432
0.649106855	15299.07031	0.134442806	28558.08203	117716.5862
0.649118425	15311.80176	0.118052334	28558.08203	117788.9288
0.649129992	15294.87207	0.104603343	28558.08203	117608.6917
0.649141569	15324.70801	0.087698534	28558.08203	117734.5526
0.649153154	15294.87207	0.084076196	28558.08203	117751.7513
0.649164721	15311.89258	0.064031355	28676.37891	117254.7395
0.649176299	15288.49414	0.057513464	28676.37891	116954.7443
0.649187868	15296.89844	0.048042104	28676.37891	117113.086
0.64919945	15271.34668	0.041045994	28676.37891	116971.9779
0.649211021	15284.11523	0.038458172	28676.37891	116989.5822
0.649222599	15314.16309	0.034345277	28832.98438	116501.4408
0.649234169	15281.94727	0.038184628	28832.98438	116414.1539
0.649245736	15286.21777	0.030035412	28832.98438	116275.7547
0.649257323	15284.17969	0.022295186	28832.98438	116345.3075
0.649268897	15281.94531	0.021098375	28832.98438	116361.8329
0.649280457	15294.79883	0.018932849	28992.36719	115732.4322
0.64929203	15320.44141	0.017684026	28992.36719	115833.4677
0.649303617	15303.46777	0.016046202	28992.36719	115715.995
0.649315194	15301.20703	0.014856916	28992.36719	115730.7276
0.649326768	15284.28516	0.016379762	28992.36719	115747.4096
0.649338328	15294.91113	0.013676721	29137.38867	114988.7307
0.64934991	15288.35156	0.013211866	29137.38867	115022.7515
0.649361492	15292.69824	0.011832834	29137.38867	115072.4561
0.649373068	15292.80957	0.011833978	29137.38867	115005.1936
0.649384639	15256.29102	0.012291368	29137.38867	114922.0815
0.649396203	15284.11523	0.010846058	29285.8418	114344.0075
0.649407774	15290.4873	0.009334409	29285.8418	114376.1679
0.649419347	15298.95117	0.00894101	29285.8418	114327.0568
0.64943092	15307.57324	0.007822638	29285.8418	114409.1113
0.64944251	15305.44238	0.006836464	29285.8418	114425.5965
0.649454089	15299.18945	0.006434878	29455.9375	113600.1175
0.649465659	15339.55957	0.006641179	29455.9375	113876.0333
0.649477225	15284.07813	0.006442163	29455.9375	113583.3228
0.649488812	15301.24414	0.006043768	29455.9375	113682.401
0.649500373	15284.14648	0.005978512	29455.9375	113584.6425
0.649511944	15296.93652	0.004402029	29573.97852	113168.0712
0.649523514	15290.4209	0.005329209	29573.97852	113297.1672
0.649535096	15465.85449	0.002820248	29573.97852	114238.7688
0.649546666	15897.09863	0.00197235	29573.97852	115874.8819
0.649558248	16277.70508	-0.001517127	29573.97852	117304.8731
0.649569813	16526.08594	0.001504787	29752.83398	117305.9618
0.649581405	16539.97656	0.001577868	29752.83398	116926.2507
0.649592965	16527.68945	0.000719134	29752.83398	117117.9845
0.64960454	16504.13281	0.005378753	29752.83398	117113.6726
0.64961612	16532.49609	0.00828063	29752.83398	117145.0356
0.649627696	16553.35547	0.011834099	29738.32227	117351.3764
0.649639277	16554.40234	0.014136397	29738.32227	117301.8926
0.649650833	16503.10352	0.01893929	29738.32227	117333.5216
0.649662406	16543.17969	0.019645901	29738.32227	117567.827
0.649673987	16451.76953	0.029993273	29738.32227	116942.8297
0.649685554	16617.43945	0.054106098	29770.42383	117833.9431
0.649697161	16511.64648	0.109082371	29770.42383	117080.5969
0.649708721	16556.01367	0.156001464	29770.42383	117309.0765
0.649720309	16578.48438	0.142026216	29770.42383	117179.0742
0.649731856	16560.86719	0.0940203	29770.42383	117187.9612
0.649743435	16606.75	0.211109877	29797.63086	117512.0783
0.649755015	16514.31055	0.449475855	29797.63086	116980.8546
0.649766587	16545.33008	0.498001933	29797.63086	117079.2162
0.649778167	16493.95703	0.61493969	29797.63086	116758.9221
0.64978973	16717.86523	0.790478408	29797.63086	118118.019
0.649801323	16707.7793	1.073439956	29816.49023	117720.0193
0.649812895	16887.32031	1.417428851	29816.49023	118276.2917
0.649824457	16769.12891	1.838391542	29816.49023	117899.7458
0.64983603	16814.8457	2.21734643	29816.49023	117982.8116
0.649847612	16856.43945	2.649895906	29816.49023	118243.4979
0.649859173	16805.66992	2.970305204	29843.63672	117948.4529
0.649870749	16812.30664	3.223115444	29843.63672	117809.832
0.649882334	16862.34961	3.344079733	29843.63672	118346.7479
0.649893914	16835.19336	3.449737072	29843.63672	118254.1429
0.649905502	16799.69727	3.472908258	29843.63672	118168.889
0.649917049	16868.61328	3.479835033	29863.6582	118054.8822
0.649928637	16833.88672	3.481725216	29863.6582	118270.1903
0.649940219	16808.02734	3.487669945	29863.6582	117884.4717
0.649951785	16811.23242	3.516028166	29863.6582	118111.3924
0.649963355	16807.38672	3.584583759	29863.6582	117793.2211
0.649974925	16811.86328	3.634102821	29839.00977	118253.3861
0.649986509	16771.89844	3.71470809	29839.00977	117884.3246
0.649998079	16793.27344	3.821434259	29839.00977	118027.3298
0.650009667	16806.10156	3.941251755	29839.00977	117769.4458
0.650021219	16846.72266	3.9962461	29839.00977	118277.5624
0.65003278	16894.41797	4.110561848	29870.07227	118294.8281
0.650044372	16852.46289	4.187193871	29870.07227	118072.3615
0.650055938	16905.88867	4.325105667	29870.07227	118194.591
0.650067517	16884.39258	4.444895744	29870.07227	118288.9595
0.650079083	16837.50781	4.541505337	29870.07227	117835.7522
0.650090653	16801.4082	4.650719166	29906.05469	117696.3716
0.650102244	16852.30469	4.766341209	29906.05469	117558.7818
0.650113803	16848.1875	4.80773592	29906.05469	117450.8536
0.650125385	16846.71484	4.92586565	29906.05469	117798.3896
0.650136955	16890.91992	5.030702114	29906.05469	117951.6405
0.650148528	16834.90234	5.150495529	29896.61133	117983.9783
0.650160096	16858.2207	5.269385815	29896.61133	117815.5544
0.650171683	16826.83789	5.369913101	29896.61133	118075.6945
0.650183261	16795.19141	5.442319393	29896.61133	117819.3895
0.650194819	16797.55273	5.490082264	29896.61133	117376.3192
0.650206395	16768.87305	5.609231472	29915.68945	117452.3727
0.65021797	16840.95508	5.726290703	29915.68945	118027.24
0.650229564	16838.16406	5.783187389	29915.68945	118022.418
0.650241122	16836.50195	5.869204044	29915.68945	117855.2892
0.650252693	16795.86523	5.934794426	29915.68945	117376.9721
0.650264284	16852.46094	5.98449707	29939.25781	117503.53
0.650275848	16821.26563	6.082633019	29939.25781	117829.2729
0.650287428	16779.33008	6.120279789	29939.25781	117295.1833
0.650299004	16912.27344	6.218502045	29939.25781	117841.8316
0.650310577	16890.81055	6.282389164	29939.25781	117588.8573
0.650322136	16864.10156	6.366761208	29933.04492	117661.2779
0.650333725	16812.9375	6.443940163	29933.04492	117426.5596
0.650345285	16859.18359	6.533585548	29933.04492	117737.9329
0.650356868	16907.92188	6.593352795	29933.04492	117835.9879
0.650368442	16890.14258	6.620601654	29933.04492	118159.179
0.650380017	16879.3125	6.714327335	29899.62891	117683.0291
0.650391604	16722.12305	6.762700081	29899.62891	117156.1053
