0.597849727,1,0.016666667,8.014939308
0.5978613,2,0.033333333,7.965567589
0.597872873,3,0.05,7.934055805
0.597884468,4,0.066666667,8.191363335
0.597896024,5,0.083333333,7.991603375
0.597907595,6,0.1,7.938469887
0.597919177,7,0.116666667,7.911371231
0.597930765,8,0.133333333,7.998231411
0.597942336,9,0.15,7.988656521
0.597953907,10,0.166666667,7.991516113
0.597965473,11,0.183333333,8.335229874
0.59797705,12,0.2,8.172587395
0.597988616,13,0.216666667,8.050575256
0.598000199,14,0.233333333,8.002064705
,15,0.25,
0.59801178,16,0.266666667,7.954677582
0.598023338,17,0.283333333,7.926200867
0.59803493,18,0.3,7.882060528
0.598046497,19,0.316666667,7.864088535
0.598058081,20,0.333333333,7.830644608
0.598069652,21,0.35,7.822443485
0.598081221,22,0.366666667,7.791092396
0.598092788,23,0.383333333,7.782093525
0.598104376,24,0.4,7.75222826
0.598115945,25,0.416666667,7.808627605
0.598127513,26,0.433333333,7.760891438
0.598139099,27,0.45,7.735491753
0.598150663,28,0.466666667,7.71966362
0.598162228,29,0.483333333,7.708908081
0.598173815,30,0.5,7.696686745
0.598185383,31,0.516666667,7.685639381
0.598196967,32,0.533333333,7.850100994
0.598208526,33,0.55,7.888646603
0.598220116,34,0.566666667,7.890124321
0.598231674,35,0.583333333,7.859715939
0.598243256,36,0.6,7.948048592
0.598254838,37,0.616666667,7.884616852
0.598266401,38,0.633333333,7.832811832
0.598277984,39,0.65,7.851957321
0.598289557,40,0.666666667,7.787586212
0.598301141,41,0.683333333,7.776384831
0.598312712,42,0.7,7.755830765
0.598324283,43,0.716666667,7.729858398
0.598335846,44,0.733333333,7.706905365
0.598347431,45,0.75,7.731744766
0.598358996,46,0.766666667,7.748082161
0.598370576,47,0.783333333,7.738908291
0.598382139,48,0.8,7.689990997
0.59839373,49,0.816666667,7.66794014
0.598405298,50,0.833333333,7.782525063
0.598416879,51,0.85,7.828314781
0.598428441,52,0.866666667,7.776220322
0.598440012,53,0.883333333,7.728601456
0.598451594,54,0.9,7.69003439
0.598463174,55,0.916666667,7.676797867
0.598474736,56,0.933333333,7.652322292
0.598486318,57,0.95,7.645936012
0.598497895,58,0.966666667,7.669992447
0.598509459,59,0.983333333,7.618172169
0.598521044,60,1,7.607329369
0.598532625,61,1.016666667,7.619923115
0.598544177,62,1.033333333,7.641198635
0.598555751,63,1.05,7.589019299
0.598567336,64,1.066666667,7.642086506
0.598578921,65,1.083333333,7.602524281
0.59859049,66,1.1,7.592362881
0.59860206,67,1.116666667,7.780045986
0.598613628,68,1.133333333,7.635614872
0.598625205,69,1.15,7.617831707
0.598636778,70,1.166666667,7.632204533
0.598648349,71,1.183333333,7.645009995
0.598659921,72,1.2,7.601816177
0.598671503,73,1.216666667,7.746610642
0.598683071,74,1.233333333,7.718796253
0.598694656,75,1.25,7.650024414
0.598706223,76,1.266666667,7.624220848
0.598717808,77,1.283333333,7.761435986
0.598729369,78,1.3,7.693262577
